ASX Code,Security Group Code,Issuer Full Name,Product Description,Last Price($),Business Date,Year
AYS,EQY,AMAYSIM AUSTRALIA LIMITED                                   ,ORDINARY            ,1.56,20170630,2017
AYZ,EQY,AUSTRALIAN MASTERS YIELD FUND NO 5 LIMITED                  ,ORDINARY            ,60.38,20170619,2017
AZJ,EQY,AURIZON HOLDINGS LIMITED                                    ,ORDINARY            ,5.36,20170630,2017
AZM,EQY,AZUMAH RESOURCES LIMITED                                    ,ORDINARY            ,0.025,20170630,2017
AZS,EQY,AZURE MINERALS LIMITED                                      ,ORDINARY            ,0.013,20170630,2017
AZV,EQY,AZURE HEALTHCARE LIMITED                                    ,ORDINARY            ,0.08,20170630,2017
AZY,EQY,ANTIPA MINERALS LIMITED                                     ,ORDINARY            ,0.024,20170630,2017
AZZ,EQY,ANTARES ENERGY LIMITED                                      ,ORDINARY            ,0.5,20150910,2017
BAF,EQY,BLUE SKY ALTERNATIVES ACCESS FUND LIMITED                   ,ORDINARY            ,1.17,20170630,2017
BAL,EQY,BELLAMY'S AUSTRALIA LIMITED                                 ,ORDINARY            ,6.91,20170630,2017
BAP,EQY,BAPCOR LIMITED                                              ,ORDINARY            ,5.49,20170630,2017
BAR,EQY,BARRA RESOURCES LIMITED                                     ,ORDINARY            ,0.055,20170630,2017
BAS,EQY,BASS OIL LIMITED                                            ,ORDINARY            ,0.001,20170626,2017
BAT,EQY,BATTERY MINERALS LIMITED                                    ,ORDINARY            ,0.06,20170630,2017
BAU,EQY,BAUXITE RESOURCES LIMITED                                   ,ORDINARY            ,0.07,20170630,2017
BBG,EQY,BILLABONG INTERNATIONAL LIMITED                             ,ORDINARY            ,0.74,20170630,2017
BBL,EQY,BRISBANE BRONCOS LIMITED                                    ,ORDINARY            ,0.48,20170630,2017
BBN,EQY,BABY BUNTING GROUP LIMITED                                  ,ORDINARY            ,1.945,20170630,2017
BBOZ,EQY,BETASHARES AUSTRALIAN EQUITIES STRONGBEARHEDGEFUND          ,TMF UNITS           ,17.71,20170630,2017
BBR,EQY,BORA BORA RESOURCES LIMITED                                 ,ORDINARY            ,0.047,20161219,2017
BBUS,EQY,BETASHARES US EQ STRONG BEAR HDGE FND-CRNCY HDGED           ,TMF UNITS           ,7.04,20170630,2017
BBX,EQY,BBX MINERALS LIMITED                                        ,ORDINARY            ,0.2,20170630,2017
BCD,EQY,BCD RESOURCES NL                                            ,ORDINARY            ,0.035,20150113,2017
BCI,EQY,BC IRON LIMITED                                             ,ORDINARY            ,0.14,20170630,2017
BCK,EQY,BROCKMAN MINING LIMITED                                     ,ORDINARY            ,0.022,20170629,2017
BCL,EQY,BARALABA COAL COMPANY LIMITED                               ,ORDINARY            ,0.27,20170630,2017
BCN,EQY,BEACON MINERALS LIMITED                                     ,ORDINARY            ,0.022,20170630,2017
BCT,EQY,BLUECHIIP LIMITED                                           ,ORDINARY            ,0.028,20170630,2017
BD1,EQY,BARD1 LIFE SCIENCES LIMITED                                 ,ORDINARY            ,0.01,20170630,2017
BDA,EQY,BOD AUSTRALIA LIMITED                                       ,ORDINARY            ,0.175,20170630,2017
BDI,EQY,BLINA MINERALS NL                                           ,ORDINARY            ,0.001,20170630,2017
BDR,EQY,BEADELL RESOURCES LIMITED                                   ,ORDINARY            ,0.215,20170630,2017
BEAR,EQY,BETASHARES AUSTRALIAN EQUITIES BEAR HEDGE FUND              ,ETF UNITS           ,14.96,20170630,2017
BEE,EQY,BROO LTD                                                    ,ORDINARY            ,0.22,20170630,2017
BEL,EQY,BENTLEY CAPITAL LIMITED                                     ,ORDINARY            ,0.1,20170630,2017
BEN,EQY,BENDIGO AND ADELAIDE BANK LIMITED                           ,ORDINARY            ,11.08,20170630,2017
BENPD,EQY,BENDIGO AND ADELAIDE BANK LIMITED                           ,CTG PRE 6M PER RD T ,102,20170630,2017
BENPE,EQY,BENDIGO AND ADELAIDE BANK LIMITED                           ,CTG PRE 6M PER RD T ,99,20170630,2017
BENPF,EQY,BENDIGO AND ADELAIDE BANK LIMITED                           ,CTG PRE 6M PER RD T ,101.95,20170630,2017
BFC,EQY,BESTON GLOBAL FOOD COMPANY LIMITED                          ,ORDINARY            ,0.225,20170630,2017
BFG,EQY,BELL FINANCIAL GROUP LIMITED                                ,ORDINARY            ,0.645,20170630,2017
BGA,EQY,BEGA CHEESE LIMITED                                         ,ORDINARY            ,6.51,20170630,2017
BGG,EQY,BLACKGOLD INTERNATIONAL HOLDINGS LIMITED                    ,ORDINARY            ,0.044,20170628,2017
BGH,EQY,BLIGH RESOURCES LIMITED                                     ,ORDINARY            ,0.037,20170630,2017
BGS,EQY,BIRIMIAN LIMITED                                            ,ORDINARY            ,0.225,20170426,2017
BHD,EQY,BENJAMIN HORNIGOLD LIMITED                                  ,ORDINARY            ,0.99,20170630,2017
BHL,EQY,BOYUAN HOLDINGS LIMITED                                     ,ORDINARY            ,0.19,20170629,2017
BHP,EQY,BHP BILLITON LIMITED                                        ,ORDINARY            ,23.28,20170630,2017
BID,EQY,BIDENERGY LIMITED                                           ,ORDINARY            ,0.022,20170627,2017
BIG,EQY,BIG UN LIMITED                                              ,ORDINARY            ,1.085,20170630,2017
BILL,EQY,ISHARES CORE CASH ETF                                       ,ETF UNITS           ,100.09,20170620,2017
BIN,EQY,BINGO INDUSTRIES LIMITED                                    ,ORDINARY            ,1.85,20170630,2017
BIQ,EQY,"BUILDINGIQ, INC                                             ",CDI 1:1             ,0.059,20170630,2017
BIS,EQY,BISALLOY STEEL GROUP LIMITED                                ,ORDINARY            ,0.41,20170630,2017
BIT,EQY,BIOTRON LIMITED                                             ,ORDINARY            ,0.02,20170630,2017
BKI,EQY,BKI INVESTMENT COMPANY LIMITED                              ,ORDINARY            ,1.62,20170630,2017
BKL,EQY,BLACKMORES LIMITED                                          ,ORDINARY            ,95.84,20170630,2017
BKM,EQY,BKM MANAGEMENT LIMITED                                      ,ORDINARY            ,0.001,20170630,2017
BKP,EQY,BARAKA ENERGY & RESOURCES LIMITED                           ,ORDINARY            ,0.001,20170630,2017
BKT,EQY,BLACK ROCK MINING LIMITED                                   ,ORDINARY            ,0.066,20170630,2017
BKW,EQY,BRICKWORKS LIMITED                                          ,ORDINARY            ,13.79,20170630,2017
BKY,EQY,BERKELEY ENERGIA LIMITED                                    ,ORDINARY            ,0.7,20170630,2017
BLA,EQY,BLUE SKY ALTERNATIVE INVESTMENTS LIMITED                    ,ORDINARY            ,9.49,20170630,2017
BLD,EQY,BORAL LIMITED.                                              ,ORDINARY            ,6.95,20170630,2017
BLG,EQY,BLUGLASS LIMITED                                            ,ORDINARY            ,0.26,20170630,2017
BLK,EQY,BLACKHAM RESOURCES LIMITED                                  ,ORDINARY            ,0.28,20170630,2017
BLT,EQY,BENITEC BIOPHARMA LIMITED                                   ,ORDINARY            ,0.125,20170630,2017
BLX,EQY,BEACON LIGHTING GROUP LIMITED                               ,ORDINARY            ,1.3,20170630,2017
BLY,EQY,BOART LONGYEAR LIMITED                                      ,ORDINARY            ,0.025,20170630,2017
BLZ,EQY,BLAZE INTERNATIONAL LIMITED                                 ,ORDINARY            ,0.03,20170630,2017
BMG,EQY,BMG RESOURCES LIMITED                                       ,ORDINARY            ,0.01,20170630,2017
BMH,EQY,BAUMART HOLDINGS LIMITED                                    ,ORDINARY            ,0.22,20170623,2017
BML,EQY,BOTSWANA METALS LIMITED                                     ,ORDINARY            ,0.001,20170630,2017
BMN,EQY,BANNERMAN RESOURCES LIMITED                                 ,ORDINARY            ,0.03,20170630,2017
BMP,EQY,BUYMYPLACE.COM.AU LIMITED                                   ,ORDINARY            ,0.16,20170630,2017
BMT,EQY,BERKUT MINERALS LIMITED                                     ,ORDINARY            ,0.17,20170630,2017
BMZ,EQY,BLACK MOUNTAIN RESOURCES LIMITED                            ,ORDINARY            ,0.038,20170630,2017
BNKS,EQY,BETASHARES GLOBAL BANKS ETF - CURRENCY HEDGED               ,ETF UNITS           ,6.96,20170630,2017
BNO,EQY,BIONOMICS LIMITED                                           ,ORDINARY            ,0.4,20170630,2017
BNR,EQY,BULLETIN RESOURCES LIMITED                                  ,ORDINARY            ,0.031,20170630,2017
BOA,EQY,BOADICEA RESOURCES LIMITED                                  ,ORDINARY            ,0.09,20170629,2017
BOC,EQY,BOUGAINVILLE COPPER LIMITED                                 ,ORDINARY            ,0.3,20170630,2017
BOE,EQY,BOSS RESOURCES LIMITED                                      ,ORDINARY            ,0.048,20170630,2017
BOL,EQY,BOOM LOGISTICS LIMITED                                      ,ORDINARY            ,0.093,20170630,2017
BOND,EQY,SPDR S&P/ASX AUSTRALIAN BOND FUND                           ,ETF UNITS           ,25.65,20170630,2017
BOP,EQY,BIRCH AND PRESTIGE INVESTMENT GROUP LIMITED                 ,ORDINARY            ,0.41,20131119,2017
BOQ,EQY,BANK OF QUEENSLAND LIMITED.                                 ,ORDINARY            ,11.45,20170630,2017
BOQPD,EQY,BANK OF QUEENSLAND LIMITED.                                 ,CTG PRE 6M PER RD T ,103.6,20170630,2017
BOT,EQY,BOTANIX PHARMACEUTICALS LTD                                 ,ORDINARY            ,0.043,20170629,2017
BPA,EQY,BROOKFIELD PRIME PROPERTY FUND                              ,ORDINARY UNIT       ,8.8,20170614,2017
BPF,EQY,BULLETPROOF GROUP LIMITED                                   ,ORDINARY            ,0.078,20170630,2017
BPG,EQY,BYTE POWER GROUP LIMITED                                    ,ORDINARY            ,0.001,20170628,2017
BPH,EQY,BPH ENERGY LTD                                              ,ORDINARY            ,0.002,20170629,2017
BPL,EQY,BROKEN HILL PROSPECTING LIMITED                             ,ORDINARY            ,0.028,20170629,2017
BPS,EQY,BPS TECHNOLOGY LIMITED                                      ,ORDINARY            ,0.77,20170630,2017
BPT,EQY,BEACH ENERGY LIMITED                                        ,ORDINARY            ,0.575,20170630,2017
BRB,EQY,BREAKER RESOURCES NL                                        ,ORDINARY            ,0.7,20170630,2017
BRBCA,EQY,BREAKER RESOURCES NL                                        ,"1C PD, 19C UNPD     ",0.51,20170619,2017
BRC,EQY,BRAIN RESOURCE LIMITED                                      ,ORDINARY            ,0.07,20170630,2017
BRG,EQY,BREVILLE GROUP LIMITED                                      ,ORDINARY            ,10.45,20170630,2017
BRI,EQY,BIG RIVER INDUSTRIES LIMITED                                ,ORDINARY            ,1.78,20170629,2017
BRK,EQY,BROOKSIDE ENERGY LIMITED                                    ,ORDINARY            ,0.009,20170630,2017
BRL,EQY,BATHURST RESOURCES LIMITED.                                 ,ORDINARY            ,0.091,20170630,2017
BRN,EQY,BRAINCHIP HOLDINGS LTD                                      ,ORDINARY            ,0.16,20170630,2017
BRO,EQY,BROAD INVESTMENTS LIMITED                                   ,ORDINARY            ,0.002,20150930,2017
BRU,EQY,BURU ENERGY LIMITED                                         ,ORDINARY            ,0.165,20170630,2017
BSA,EQY,BSA LIMITED                                                 ,ORDINARY            ,0.34,20170630,2017
BSE,EQY,BASE RESOURCES LIMITED                                      ,ORDINARY            ,0.285,20170630,2017
BSL,EQY,BLUESCOPE STEEL LIMITED                                     ,ORDINARY            ,13.21,20170630,2017
BSM,EQY,BASS METALS LTD                                             ,ORDINARY            ,0.009,20170628,2017
BSN,EQY,BISAN LIMITED                                               ,ORDINARY            ,0.014,20170616,2017
BSP,EQY,BLACK STAR PETROLEUM LIMITED                                ,ORDINARY            ,0.002,20170620,2017
BSR,EQY,BASSARI RESOURCES LIMITED                                   ,ORDINARY            ,0.018,20170630,2017
BST,EQY,BARRACK ST INVESTMENTS LIMITED                              ,ORDINARY            ,0.885,20170630,2017
BSX,EQY,BLACKSTONE MINERALS LIMITED                                 ,ORDINARY            ,0.19,20170630,2017
BTC,EQY,BIOTECH CAPITAL LIMITED                                     ,ORDINARY            ,0.16,20170627,2017
BTH,EQY,BIGTINCAN HOLDINGS LIMITED                                  ,ORDINARY            ,0.23,20170630,2017
BTI,EQY,BAILADOR TECHNOLOGY INVESTMENTS LIMITED                     ,ORDINARY            ,0.9,20170630,2017
BTN,EQY,BRIGHTON MINING GROUP LIMITED                               ,ORDINARY            ,0.006,20140915,2017
BTT,EQY,BT INVESTMENT MANAGEMENT LIMITED                            ,ORDINARY            ,11.38,20170630,2017
BUB,EQY,BUBS AUSTRALIA LIMITED                                      ,ORDINARY            ,0.25,20170630,2017
BUD,EQY,BUDDY PLATFORM LTD                                          ,ORDINARY            ,0.095,20170630,2017
BUG,EQY,BUDERIM GROUP LIMITED                                       ,ORDINARY            ,0.31,20170630,2017
BUL,EQY,BLUE ENERGY LIMITED                                         ,ORDINARY            ,0.079,20170630,2017
BUX,EQY,BUXTON RESOURCES LIMITED                                    ,ORDINARY            ,0.235,20170630,2017
BUY,EQY,BOUNTY OIL & GAS NL                                         ,ORDINARY            ,0.008,20170630,2017
BVS,EQY,BRAVURA SOLUTIONS LIMITED.                                  ,ORDINARY            ,1.6,20170630,2017
BWF,EQY,BLACKWALL LIMITED                                           ,ORDINARY            ,0.9,20170630,2017
BWP,EQY,BWP TRUST                                                   ,ORDINARY UNITS      ,2.98,20170630,2017
BWR,EQY,BLACKWALL PROPERTY TRUST                                    ,ORDINARY UNITS      ,1.3,20170630,2017
BWX,EQY,BWX LIMITED                                                 ,ORDINARY            ,5.88,20170630,2017
BXB,EQY,BRAMBLES LIMITED                                            ,ORDINARY            ,9.73,20170630,2017
BXN,EQY,BIOXYNE LIMITED                                             ,ORDINARY            ,0.017,20170630,2017
BYE,EQY,BYRON ENERGY LIMITED                                        ,ORDINARY            ,0.095,20170630,2017
BYI,EQY,BEYOND INTERNATIONAL LIMITED                                ,ORDINARY            ,0.84,20170630,2017
BYL,EQY,BRIERTY LIMITED                                             ,ORDINARY            ,0.062,20170630,2017
CA8,EQY,COASSETS LIMITED.                                           ,ORDINARY            ,0.23,20170630,2017
CAA,EQY,CAPRAL LIMITED                                              ,ORDINARY            ,0.13,20170630,2017
CAB,EQY,CABCHARGE AUSTRALIA LIMITED                                 ,ORDINARY            ,2.53,20170630,2017
CAD,EQY,CAENEUS MINERALS LTD                                        ,ORDINARY            ,0.004,20170630,2017
CAE,EQY,CANNINDAH RESOURCES LIMITED                                 ,ORDINARY            ,0.029,20170630,2017
